smash sumthin'	redman ft adam f	11	11	2001-09-14
cotton eye joe	rednex	1	16	1994-12-16
old pop in an oak	rednex	12	9	1995-03-24
rolling home	rednex	81	1	1995-12-15
wild 'n fe	rednex	55	2	1995-10-20
sing up for the champions!	reds united	12	11	1997-12-05
united calypso '98	reds united	33	8	1998-05-08
(burn it up) bring it down! (this insane thing)	redskins	33	5	1985-06-21
it can be done	redskins	76	3	1986-05-16
keep on keepin' on	redskins	43	6	1984-11-09
the power is yours	redskins	59	3	1986-02-21
all i want	reef	51	2	2001-05-18
come back brighter	reef	8	8	1997-01-24
consideration	reef	13	8	1997-04-04
give me your love	reef	44	2	2003-01-24
good feeling	reef	24	5	1995-04-14
i've got something to say	reef	15	6	1999-04-09
naked	reef	11	5	1995-06-02
new bird	reef	73	1	1999-09-10
place your hands	reef	6	11	1996-11-01
set the cord straight	reef	19	7	2000-08-11
superhero	reef	55	2	2000-12-15
sweety	reef	46	2	1999-06-04
waster	reef	56	2	2003-06-27
weird	reef	19	3	1995-08-04
yer old	reef	21	5	1997-08-01
get it together	reefa!	85	1	1994-09-23
lift me up	reel	39	2	2001-11-23
you take me away	reel	31	2	2002-06-07
a you ady for some mo?	reel 2 real	24	2	1996-10-04
jazz it up	reel 2 real	7	7	1996-07-05
can you feel it?	reel 2 real feat mad stuntman	13	5	1994-09-30
conway	reel 2 real feat mad stuntman	27	4	1995-03-31
go on move	reel 2 real feat mad stuntman	7	9	1994-07-01
like to move it	reel 2 real feat mad stuntman	5	22	1994-02-11
raise your hands	reel 2 real feat mad stuntman	14	7	1994-12-02
monkey man	reel big fish	86	1	2003-02-21
sold out ep	reel big fish	62	2	2002-04-05
whe have you been	reel big fish	76	1	2002-09-20
the light	reel people ft vanessa freeman	83	1	2004-03-19
fak mode	reelists	16	7	2002-05-24
you' mine ft mc slow mello flo	reese featuring mc slow mello flo	85	1	1990-03-23
dict-me	reese project	44	2	1995-05-05
i believe	reese project	74	1	1992-12-11
so deep	reese project	54	2	1993-03-12
the colour of love	reese project	52	2	1992-08-07
the colour of love (mixes)	reese project	55	2	1994-09-23
need to feel loved	reflekt ft delline bass	14	5	2005-03-04
put your hands up	reflex ft mc viper	72	1	2001-05-18
the sweetest thing	refugee allstars/lauryn hill	18	8	1997-09-05
manhattan spiritual	reg owen	20	9	1959-02-27
obsession	reg owen	43	2	1960-10-28
ride it	regard	2	53	2019-08-23
sects	regard & raye	6	26	2020-05-01
you	regard/troye sivan/tate mcrae	46	17	2021-04-23
hallucination	regard/years & years	56	11	2022-02-25
7 teen	regents	11	12	1979-12-21
see you later	regents	55	2	1980-06-06
kick it	reggae boyz	59	2	1998-06-26
minnie the moocher	reggae philharmonic orchestra	35	11	1988-01-01
lovely thing ft jazzy joyce	reggae philharmonic orchestra featuring jazzy joyce	71	4	1990-07-20
new girl	reggie 'n' bollie	26	6	2016-05-20
baby love	regina	50	3	1986-01-31
day by day	regina	98	1	1997-10-24
good lovin'	regina belle	73	5	1989-10-13
show me the way	regina belle	97	3	1987-07-03
fidelity	regina spektor	45	4	2007-03-02
on the radio	regina spektor	60	1	2006-07-14
us	regina spektor	81	1	2006-02-24
dust it	regular fries	100	1	1999-10-29
king kong	regular fries	82	1	1999-06-11
black bugs	regurgitator	88	1	1998-09-25
al emotion	reid	65	4	1989-02-03
good times	reid	55	7	1989-04-14
lovin' on the side	reid	71	4	1989-10-20
one way out	reid	66	4	1988-09-30
you a my joy	reindeer section	89	1	2002-06-21
peace, love & harmony	rejoice	93	1	1994-11-25
aftermath	rem	41	2	2004-12-10
all the way to no	rem	24	4	2001-08-03
animal	rem	33	2	2004-01-16
at my most beautiful	rem	10	6	1999-03-19
bad day	rem	8	9	2003-10-24
bang and blame	rem	15	6	1994-11-11
bittersweet me	rem	19	5	1996-11-01
crush with eyeliner	rem	23	4	1995-02-03
daysleeper	rem	6	8	1998-01-02
e - bow the letter	rem	4	6	1996-08-30
electrolite	rem	29	2	1996-12-13
electron blue	rem	26	2	2005-03-11
everybody hurts	rem	90	14	2010-02-12
finest worksong	rem	50	2	1988-04-29
i'll take the rain	rem	44	2	2001-11-30
imitation of life	rem	6	13	2001-05-11
it's the end of the world as we know it	rem	87	2	1987-09-04
it's the end of the world as we know it	rem	39	3	1991-12-13
leaving new york	rem	5	5	2004-10-08
lotus	rem	26	5	1998-01-02
stand {1989 -lease}	rem	48	2	1989-08-11
strange curncies	rem	9	5	1995-04-14
supernatural superserious	rem	54	4	2008-02-22
the gat beyond	rem	3	12	2000-02-04
the one i love	rem	16	6	1991-09-20
the sidewinder sleeps tonite	rem	17	6	1993-02-19
tongue	rem	13	5	1995-07-28
wanderlust	rem	27	2	2005-07-22
wendell gee	rem	91	1	1985-10-18
what's the fquency, kenneth?	rem	9	9	1994-09-16
calm down	rema	3	71	2022-09-02
no superstar	remady	75	2	2010-02-26
i'll be the for you	rembrandts	3	28	1995-09-01
this house is not a home	rembrandts	58	2	1996-01-19
love of my life	remedee ft not3s & young adz	37	9	2019-07-19
go mr sunshine	remi nicole	57	2	2007-08-24
i love it	remix chix	61	1	2013-06-28
i don't ca i love it	remix junkies	49	1	2013-06-28
save me	remy zero	55	2	2002-04-26
northern lights	renaissance	10	11	1978-07-14
toro-cha cha cha	renato carosone and his sextet	25	1	1958-07-04
i'll be good	rene and angela	22	10	1985-09-06
save your love (for number one)	rene and angela	66	3	1985-06-07
sect ndezvous	rene and angela	54	3	1985-11-01
jesus loves us all	renee and renato	100	1	1983-12-16
just one mo kiss	renee and renato	48	7	1983-02-11
save your love	renee and renato	1	17	1982-01-01
not my fault	renee rapp/megan thee stallion	61	3	2024-01-26
terrorist / something i feel	renegade featuring ray keith	96	1	1994-07-15
biting my nails	renegade soundwave	76	3	1990-07-27
negade soundwave	renegade soundwave	64	2	1994-02-04
probably a robbery	renegade soundwave	38	6	1990-02-02
space gladiator	renegade soundwave	81	3	1989-11-10
thunder	renegade soundwave	96	1	1990-11-23
some place funky	rennie pilgrem	86	1	2004-06-11
can't fight this feeling	reo speedwagon	16	12	1985-03-01
keep on loving you	reo speedwagon	7	14	1981-04-10
take it on the run	reo speedwagon	19	14	1981-06-26
shoes	reparata	43	2	1975-10-17
captain of your ship	reparata and the delrons	13	10	1968-03-22
michael mania medley	replay	76	4	1989-08-04
put 'em under pssu	republic of ireland football squad	78	4	1990-06-15
ady to go	republica	13	8	1996-04-26
bloke	republica	81	2	1995-03-31
drop dead gorgeous	republica	7	7	1997-05-02
from rush hour with love	republica	20	3	1998-10-02
golden boys	res	83	1	2002-06-21
c'mon chameleon / i love you but	research	64	1	2005-09-02
lonely hearts still beat the same	research	50	1	2006-02-24
she's not leaving	research	73	1	2004-11-26
the hard times	research	73	1	2006-06-16
the way you used to smile	research	66	1	2005-10-28
stuck in the middle with you	reservoir gods	80	1	1996-06-28
dj	resonance ft the burrells	67	1	2001-05-25
someday	resonance q	29	2	2003-02-28
troubleshoot	resonant evil	83	1	2003-11-14
i just died in your arms	resource	42	2	2003-05-30
young hearts run fe	respect feat hannah jones	86	2	1994-06-17
tat infamy	rest assured	14	8	1998-02-27
petitive beats	retribution	80	1	1994-11-25
(sending out an) s.o.s.	retta young	28	7	1975-05-23
a kick in the mouth	reuben	58	1	2005-06-24
fddy kuger	reuben	53	1	2004-06-18
keep it to yourself	reuben	62	1	2005-09-16
let's stop hanging out	reuben	90	1	2003-02-07
moving to blackwater	reuben	59	1	2004-08-27
scad of the police	reuben	87	1	2002-03-29
stuck in my throat	reuben	77	1	2003-11-21
stux (tell me it's alright)	reuben	86	1	2002-08-23
life is a rock (but the radio rolled me)	reunion	33	4	1974-09-20
next time you fall in love	reva rice and greg ellis	59	2	1993-03-26
just be dub to me	revelation	36	2	2003-05-09
country roads	revellers	86	1	2001-12-07
he said he loved me	reverend & the makers	16	7	2007-09-07
heavyweight champion of the world	reverend & the makers	8	25	2007-05-18
open your window	reverend & the makers	65	1	2007-11-30
motorbike beat	revillos	45	6	1980-01-25
the mighty high	revival 3000	47	2	1997-10-31
da ya think i'm sexy	revolting cocks	61	1	1993-09-17
10 / 10	rex orange county	68	2	2019-09-20
face to face	rex orange county	86	1	2019-11-01
keep it up	rex orange county	95	1	2022-02-04
open a window	rex orange county/tyler	89	1	2022-03-18
everlasting love	rex smith and rachel sweet	35	7	1981-08-21
i'd rather jack	reynolds girls	8	12	1989-02-24
do what ya like!	rezerection	92	1	1995-09-22
destination venus	rezillos	43	4	1978-11-24
i wanna be your man / i can't stand my baby	rezillos	71	2	1979-08-17
top of the pops	rezillos	17	9	1978-08-11
fever called love	rhc	65	1	1992-01-10
chariot	rhet stoller	26	8	1961-01-13
say how i feel	rhian benson	27	2	2004-10-22
i love every little thing about you	rhianna	88	1	2003-02-21
oh baby	rhianna	18	5	2002-05-31
word love	rhianna	41	2	2002-09-13
the boiler	rhoda with the special a.k.a.	35	5	1982-01-22
close your eyes	rhodes	85	1	2015-07-10
let it all go	rhodes & birdy	58	1	2015-09-18
the impossible dam	rhydian	91	1	2008-12-05
from this moment on	rhyme time prod feat anna dale	84	1	1994-03-25
you and me	rhyme time productions	87	2	1994-10-21
brand new	rhymefest ft kanye west	32	3	2006-02-24
strings of life '89	rhythim is rhythim	74	2	1989-11-10
the beginning	rhythim is rhythim	80	1	1990-07-06
can't stop this feeling	rhythm and bass	59	2	1993-07-02
pink champagne	rhythm eternity	72	1	1992-05-22
you bring me joy	rhythm factor	53	2	1995-04-28
the crowd song	rhythm gangsta	98	1	2002-08-16
come on y'all	rhythm masters	49	2	1997-08-15
heavy soul	rhythm masters	81	1	2001-05-04
ibiza in my soul	rhythm masters	77	1	1999-07-02
underground	rhythm masters	50	2	2001-08-17
ghetto	rhythm masters ft joe watson	71	1	2002-03-29
you put me in heaven with your touch	rhythm of life	24	2	2000-05-12
bak of dawn	rhythm on the loose	36	2	1995-08-18
dams ep	rhythm quest	45	6	1992-06-19
midsummer madness (ep)	rhythm secion	66	1	1992-07-17
love shine	rhythm source	74	2	1995-06-16
passion	rhythm syndicate	58	5	1991-07-26
roses	rhythm-n-bass	56	2	1992-09-18
fquency	rhythmatic	62	2	1990-11-02
take me back	rhythmatic	71	4	1990-05-11
the feelin	rhythmatic junkies	67	2	1999-05-14
no d.s. allowed	rhythmic state	100	1	1995-09-22
slam ep	rhythmic state	81	3	1995-01-27
wack ass m.f.	rhythmkillaz	32	7	2001-03-30
anything could happen	rialto	85	1	2001-07-06
dam another dam	rialto	39	2	1998-03-27
monday morning 5:19	rialto	37	2	1997-11-07
summer's over	rialto	60	1	1998-10-16
untouchable	rialto	20	3	1998-01-16
why?	ricardo da force	58	2	1996-08-30
one call	rich amiri	59	8	2024-02-09
rich kids	rich kids	24	5	1978-01-27
plug walk	rich the kid	53	9	2018-03-23
i've got to learn to say no	richard 'dimples' fields	56	4	1982-02-19
your wife is cheatin' on us	richard 'dimples' fields	99	2	1984-07-20
stayin' alive	richard ace	66	2	1978-12-01
as time goes by	richard allan	43	1	1960-03-25
if i loved you	richard anthony	18	10	1964-04-03
walking alone	richard anthony	37	5	1963-12-13
a song for the lovers	richard ashcroft	3	13	2000-04-14
bak the night with colour	richard ashcroft	3	13	2006-01-20
buy it in bottles	richard ashcroft	26	2	2003-04-18
c'mon people (we' making it now)	richard ashcroft	21	5	2000-09-22
check the meaning	richard ashcroft	11	9	2002-10-18
money to burn	richard ashcroft	17	7	2000-06-23
music is power	richard ashcroft	20	6	2006-04-28
science of silence	richard ashcroft	14	5	2003-01-17
words just get in the way	richard ashcroft	40	2	2006-07-21
go north	richard barnes	38	4	1970-10-23
take to the mountains	richard barnes	35	6	1970-05-22
1-2-3-4 get with the wicked	richard blackwood	10	6	2000-09-15
mama who da man	richard blackwood	3	9	2000-06-16
someone the for me	richard blackwood	23	3	2000-11-24
something in your eyes ft dusty springfield	richard carpenter featuring dusty springfield	84	3	1987-10-02
i've found love again	richard cartridge	50	2	2004-09-24
hi-lili hi-lo	richard chamberlain	20	9	1963-02-22
love me tender	richard chamberlain	15	11	1962-11-02
theme from 'dr. kilda' (the stars will shine tonight)	richard chamberlain	12	10	1962-06-08
true love	richard chamberlain	30	6	1963-07-19
this i swear	richard darbyshire	50	3	1993-07-23
try to member	richard darbyshire	84	2	1996-03-01
when only love will do	richard darbyshire	54	2	1994-02-11
whever love is found	richard darbyshire	86	1	1994-05-20
theme from 'the hong kong beat'	richard denton and martin cook	25	7	1978-04-14
let the sunshine thru	richard f ft samantha stock	84	2	2004-07-16
coming down	richard fleeshman	78	1	2007-11-30
tainted love	richard grey	52	1	2007-06-22
macarthur park	richard harris	4	12	1968-06-28
macarthur park	richard harris	38	6	1972-07-07
the music of torvill and dean (ep)	richard hartley and the michael reed orchestra	9	12	1984-02-24
baby you' my light	richard hawley	81	1	2002-02-15
born under a bad sign	richard hawley	81	1	2006-03-31
hotel room	richard hawley	64	2	2006-09-15
just like the rain	richard hawley	94	1	2006-02-03
serious	richard hawley	83	1	2007-10-26
tonight the stets a ours	richard hawley	40	2	2007-08-17
she's the master (of the game)	richard jon smith	63	3	1983-07-15
the abc of kissing	richard jon smith	77	5	1985-03-29
angelia	richard marx	45	4	1989-11-10
chains around my heart	richard marx	29	5	1992-11-27
childn of the night	richard marx	54	2	1990-07-06
don't mean nothing	richard marx	78	3	1988-07-01
endless summer nights	richard marx	50	4	1988-05-06
endless summer nights / hold on to the nights	richard marx	60	2	1990-08-31
hazard	richard marx	3	15	1992-05-08
keep coming back	richard marx	55	2	1991-10-18
now and fover	richard marx	13	7	1994-01-28
right he waiting	richard marx	2	10	1989-09-01
satisfied	richard marx	52	4	1989-06-16
should've known better	richard marx	50	6	1988-02-19
silent scam	richard marx	32	5	1994-04-29
take this heart	richard marx	13	6	1992-08-28
the way she loves me	richard marx	38	3	1994-08-12
too late to say goodbye	richard marx	38	3	1990-03-23
until i find you again	richard marx	97	1	1997-09-12
it takes two to tango	richard myhill	17	9	1978-03-31
time warp	richard o'brien/patricia quinn	78	2	2021-11-05
can't stop loving you	richard rogers	98	1	1990-06-08
heart of mine	richard traviss	95	1	1994-11-04
pacher	richard traviss	86	1	1994-06-10
finest dams	richard x ft kelis	8	6	2003-08-22
being nobody	richard x vs liberty x	3	11	2003-03-28
call it fate	richie dan	34	5	2000-08-11
mr dj	richie rich	74	2	1988-12-09
rockin' on the go-go scene	richie rich	82	2	1989-04-28
salsa house	richie rich	50	3	1989-09-01
turn it up	richie rich	48	4	1988-07-08
stay with me	richie rich and esera tuaolo	58	1	1997-03-28
i'll house you	richie rich meets the jungle brothers	22	5	1988-10-21
you used to salsa ft ralphi rosarcio	richie rich's salsa house featuring ralphi rosarcio	52	3	1991-03-08
ballard of youth	richie sambora	59	1	1991-09-06
hard times come easy	richie sambora	37	2	1998-03-06
in it for love	richie sambora	58	2	1998-07-31
come give me your love	richie stephens/general degree	61	2	1997-08-08
evergen	richy mitch & the coal miners	37	26	2023-02-24
cry for help	rick astley	7	7	1991-01-25
hold me in your arms	rick astley	10	8	1989-02-10
hopelessly	rick astley	33	2	1993-11-12
lights out	rick astley	97	2	2010-06-18
move right out	rick astley	58	2	1991-03-29
never gonna give you up	rick astley	1	23	1987-01-02
never knew love	rick astley	70	1	1991-06-28
she wants to dance with me	rick astley	6	12	1988-01-01
take me to your heart	rick astley	8	12	1988-01-01
the ones you love	rick astley	48	2	1993-09-03
together fover	rick astley	2	9	1988-02-26
when i fall in love	rick astley	2	12	1987-01-02
whenever you need somebody	rick astley	3	12	1987-01-02
get busy	rick clarke	77	3	1988-08-26
i'll see you along the way	rick clarke	63	4	1988-04-29
looking out for you	rick clarke	96	1	1987-10-30
disco duck	rick dees and his cast of idiots	6	9	1976-09-17
stop it (i like it)	rick guard	76	1	2002-08-30
17	rick james	76	3	1984-08-24
big time	rick james	41	6	1980-09-05
cold blooded	rick james	93	2	1983-08-19
dance wit me	rick james	53	3	1982-07-02
give it to me baby	rick james	47	3	1981-07-03
glow	rick james	80	5	1985-07-05
you and i	rick james	46	7	1978-07-07
you turn me on	rick james	89	2	1984-11-02
ebony eyes	rick james and smokey robinson	96	3	1984-01-20
loosey's rap ft roxanne shante	rick james featuring roxanne shante	80	3	1988-06-17
fools rush in	rick nelson	12	9	1963-10-18
it's up to you	rick nelson	22	9	1963-01-18
garden party	rick nelson and the stone canyon band	41	4	1972-10-20
gold roses	rick ross ft drake	42	3	2019-08-02
celebrate youth	rick springfield	80	4	1985-05-24
human touch	rick springfield	23	7	1984-01-13
jessie's girl	rick springfield	43	7	1984-03-16
love somebody	rick springfield	95	1	1984-05-18
rock of life	rick springfield	83	4	1988-03-04
chuck e's in love	rickie lee jones	18	9	1979-06-22
night moves	rickster	89	3	1988-11-18
that extra mile	ricky	50	1	2004-09-17
we a england	ricky	54	1	2006-06-30
(un, dos, ts) maria	ricky martin	6	6	1997-09-19
i don't ca	ricky martin	11	6	2005-10-14
livin' la vida loca	ricky martin	1	19	1999-07-16
loaded	ricky martin	19	8	2001-07-27
shake your bon-bon	ricky martin	12	11	1999-01-01
she bangs	ricky martin	3	15	2000-11-03
the cup of life	ricky martin	29	3	1998-07-10
private emotion	ricky martin ft meja	9	11	2000-04-28
nobody wants to be lonely	ricky martin with c aguilera	4	12	2001-03-09
i believe	ricky montanari/lisa millett	92	1	2000-11-24
everlovin'	ricky nelson	23	5	1961-11-17
for you	ricky nelson	14	10	1964-01-31
hello mary lou	ricky nelson	45	5	1991-08-23
hello mary lou / travelin' man	ricky nelson	2	18	1961-06-02
i got a feeling	ricky nelson	27	1	1958-11-21
i wanna be loved	ricky nelson	30	1	1960-01-15
it's late	ricky nelson	3	19	1959-04-17
just a little too much	ricky nelson	11	11	1959-09-11
never be anyone else but you	ricky nelson	17	9	1959-05-15
poor little fool	ricky nelson	4	13	1958-08-22
someday	ricky nelson	9	13	1958-11-07
stood up	ricky nelson	27	1	1958-02-21
sweeter than you	ricky nelson	19	29	1959-09-04
teenage idol	ricky nelson	39	4	1962-08-31
young emotions	ricky nelson	48	1	1960-07-08
young world	ricky nelson	19	13	1962-03-30
good evening philadelphia	ricky ross	58	1	1996-08-09
radio on	ricky ross	35	2	1996-05-17
i cried for you	ricky stevens	34	7	1961-12-15
a you lookin' at me	ricky tomlinson	28	3	2001-11-09
christmas my a*se	ricky tomlinson	25	4	2006-12-15
tell laura i love her	ricky valance	1	16	1960-08-26
attack me	rico	95	1	1999-05-28
float	rico	84	1	2000-08-04
mix back in time (medley)	rico	91	2	1991-03-22
shave your head	rico	77	1	1999-12-03
smokescen	rico	91	1	1999-08-06
birdman	ride	38	2	1994-04-29
black nite crash	ride	67	1	1996-02-23
fall ep	ride	34	3	1990-09-28
how does it feel to feel?	ride	58	1	1994-06-24
i don't know whe it comes from	ride	46	2	1994-10-07
leave them all behind	ride	9	3	1992-02-14
play ep	ride	32	3	1990-04-13
ride (ep)	ride	71	4	1990-01-26
today fover (ep)	ride	14	4	1991-03-15
twistella	ride	36	2	1992-04-24
england crazy	rider & terry venables	46	2	2002-05-31
local boy	rifles	36	2	2005-11-04
peace & quiet	rifles	48	2	2005-03-25
peated offender	rifles	26	2	2006-03-17
she's got standards	rifles	32	2	2006-07-14
when i'm alone	rifles	64	1	2005-06-10
vamos a la playa	righeira	53	5	1983-09-09
big time	right said fred	77	1	1997-02-28
bumped	right said fred	32	4	1993-10-22
deeply dippy	right said fred	1	14	1992-03-20
don't talk just kiss	right said fred	3	11	1991-12-06
hands up (4 lovers)	right said fred	60	4	1993-01-01
i'm too sexy	right said fred	2	16	1991-07-26
i'm too sexy 2007	right said fred	56	17	2007-05-11
living on a dam	right said fred	82	1	1995-12-08
those simple things / daydam	right said fred	29	5	1992-07-31
wonderman	right said fred	55	2	1994-03-18
you' my mate	right said fred	18	5	2001-10-12
stick it out	right said fred and friends	4	7	1993-02-26
(you' my) soul and inspiration	the righteous brothers	15	10	1966-04-15
ebb tide	the righteous brothers	48	2	1966-01-14
island in the sun	the righteous brothers	24	4	1966-12-23
island in the sun	righteous brothers	39	1	1967-01-13
the white cliffs of dover	the righteous brothers	21	9	1966-11-11
unchained melody	the righteous brothers	14	12	1965-08-13
unchained melody	the righteous brothers	1	14	1990-10-26
you've lost that lovin' feelin'	the righteous brothers	1	10	1965-01-15
you've lost that lovin' feelin'	righteous brothers	12	17	1969-02-28
you've lost that lovin' feelin'	the righteous brothers	10	4	1969-03-21
you've lost that lovin' feelin'	the righteous brothers	42	4	1977-11-18
you've lost that lovin' feelin'	the righteous brothers	3	9	1990-12-14
you've lost that loving feeling	the righteous brothers	87	7	1987-01-02
american oxygen	rihanna	71	4	2015-05-01
bitch better have my money	rihanna	27	23	2015-04-03
california king bed	rihanna	8	17	2011-05-20
cheers (drink to that)	rihanna	15	13	2011-09-02
diamonds	rihanna	1	50	2012-10-12
disturbia	rihanna	3	36	2008-06-13
don't stop the music	rihanna	4	38	2007-12-14
hab	rihanna	51	1	2008-11-28
half of me	rihanna	75	1	2012-11-30
hate that i love you	rihanna	25	3	2007-10-19
if it's lovin' that you want	rihanna	11	10	2005-12-09
kiss it better	rihanna	46	13	2016-04-08
lift me up	rihanna	3	13	2022-11-04
man down	rihanna	54	11	2011-06-17
needed me	rihanna	38	31	2016-02-12
only girl (in the world)	rihanna	1	47	2010-01-01
pon de play	rihanna	2	26	2005-09-02
pour it up	rihanna	43	8	2013-04-19
rude boy	rihanna	2	36	2010-01-29
russian roulette	rihanna	2	22	2009-01-02
s&m	rihanna	3	41	2010-01-01
shut up and drive	rihanna	5	31	2007-07-27
sledgehammer	rihanna	69	3	2016-07-01
sos	rihanna	2	13	2006-04-21
take a bow	rihanna	1	27	2008-05-23
te amo	rihanna	14	22	2010-04-23
towards the sun	rihanna	76	1	2015-03-06
unfaithful	rihanna	2	31	2006-07-21
wait your turn	rihanna	45	2	2009-12-04
we ride	rihanna	17	7	2006-10-27
what now	rihanna	21	14	2013-11-29
whe have you been	rihanna	6	26	2011-12-02
you da one	rihanna	16	17	2011-12-02
we found love	rihanna ft calvin harris	1	63	2011-10-14
nobody's business	rihanna ft chris brown	63	1	2012-11-30
right now	rihanna ft david guetta	36	3	2012-11-30
what's my name	rihanna ft drake	1	32	2010-01-01
work	rihanna ft drake	2	42	2016-01-29
numb	rihanna ft eminem	92	1	2012-11-30
talk that talk	rihanna ft jay-z	25	11	2011-12-02
umblla	rihanna ft jay-z	1	71	2007-05-25
hab	rihanna ft justin timberlake	16	16	2008-12-05
stay	rihanna ft mikky ekko	4	31	2012-12-21
hate that i love you	rihanna ft ne-yo	15	20	2007-11-09
consideration	rihanna ft sza	88	1	2016-03-04
hard	rihanna ft young jeezy	42	10	2010-01-22
fourfive seconds	rihanna/kanye west/mccartney	3	28	2015-02-06
noble england	rik mayall	7	2	2014-06-20
your eyes	rik rok ft shaggy	57	2	2004-07-02
i will always love you	rik waller	6	8	2002-03-15
something inside (so strong)	rik waller	25	4	2002-07-05
only the light	rikki	96	1	1987-05-01
rhinestone cowboy (giddy up giddy up)	rikki & daz ft glen campbell	12	8	2002-11-29
it's a hit	rilo kiley	90	1	2005-07-29
it's over	rimes ft shalia prospere	51	2	1999-05-21
7-6-5-4-3-2-1 (blow your whistle)	rimshots	26	5	1975-07-18
back off boogaloo	ringo starr	2	10	1972-03-31
it don't come easy	ringo starr	4	11	1971-04-16
liverpool 8	ringo starr	99	1	2008-01-18
only you	ringo starr	28	11	1974-11-29
photograph	ringo starr	8	13	1973-10-26
weight of the world	ringo starr	74	1	1992-06-05
you' sixteen	ringo starr	4	10	1974-02-22
boy i gotta have you	rio & mars	43	3	1995-01-27
gimme! gimme! gimme!	rio & mars	87	1	1996-09-27
how deep is love	rio & mars	88	1	1995-10-06
turn this club around	rio ft u-jean	36	4	2012-02-03
fearless	rio klein	96	1	2004-02-13
california soul	riot act	59	1	2005-06-03
ripped out	riot bros	89	1	2002-07-05
flashback	riot brothers	85	1	2002-11-29
the single	rise	70	2	1994-09-02
dance with you (nachna te naal)	rishi rich project ft jay sean	12	7	2003-09-19
touch me	rising star	98	1	1999-09-10
missiles	risk	60	1	2013-02-08
house train	risse	77	2	1988-03-04
runaway love	rita campbell	91	1	2001-11-23
(your love has lifted me) higher and higher	rita coolidge	48	2	1977-10-14
all time high	rita coolidge	75	4	1983-06-17
we' all alone	rita coolidge	6	13	1977-06-24
words	rita coolidge	25	8	1978-02-03
working man	rita mcneill	11	11	1990-09-28
anywhe	rita ora	2	32	2017-10-27
how to be lonely	rita ora	57	7	2020-03-20
how we do (party)	rita ora	1	19	2012-08-24
i will never let you down	rita ora	1	25	2014-05-23
let you love me	rita ora	4	27	2018-09-28
only want you	rita ora	60	11	2018-11-30
poison	rita ora	7	14	2015-07-10
radioactive	rita ora	18	10	2013-01-25
shine ya light	rita ora	10	10	2012-11-09
you only love me	rita ora	57	3	2023-02-10
young single & sexy	rita ora	54	2	2012-09-07
your song	rita ora	7	29	2017-06-02
body on me	rita ora ft chris brown	22	14	2015-08-14
r.i.p.	rita ora ft tinie tempah	1	26	2012-05-18
girls	rita ora/cardi b/rexha/charli	22	10	2018-05-18
big	rita ora/guetta/imanbek/gunna	53	1	2021-02-19
heart	rita pavone	27	12	1966-12-02
you only you	rita pavone	21	7	1967-01-20
american generation	the ritchie family	49	6	1979-02-16
brazil	the ritchie family	41	4	1975-08-22
the best disco in town	the ritchie family	10	9	1976-09-17
donna	ritchie valens	29	1	1959-03-06
la bamba	ritchie valens	49	10	1987-07-31
g13	ritmo	99	1	2000-02-11
calinda	ritmo-dynamic	68	2	2003-11-14
turn me on	riton & oliver heldens ft vula	12	19	2019-09-20
i don't want you	riton & raye	50	12	2021-09-10
rinse & peat	riton ft kah-lo	13	9	2016-02-26
friday	riton/nightcrawlers/mufasa	4	37	2021-01-22
put your cords on	ritt momney	25	11	2020-09-18
who do you love now (stringer)	riva ft dannii minogue	3	16	2001-11-30
good things	rival schools	74	1	2002-07-19
used for glue	rival schools	42	2	2002-03-29
(what's wrong with) daming	river city people	70	5	1989-07-28
(what's wrong with) daming	river city people	40	3	1990-09-21
carry the blame / california damin'	river city people	13	10	1990-06-29
special way	river city people	44	3	1991-09-27
standing in the need of love	river city people	36	4	1992-02-21
walking on ice	river city people	62	2	1990-03-02
when i was young	river city people	62	2	1991-03-01
chains	river detectives	51	6	1989-07-14
you don't know a thing about her	river detectives	86	3	1990-01-12
love and happiness	river ocean	50	4	1994-02-25
funk-a-tron	rivera's grooves	96	1	2002-06-14
don't start me off	riverway	85	1	2004-04-23
me and my broken heart	rixton	1	19	2014-07-25
wait on me	rixton	12	3	2014-11-28
we all want the same thing	rixton	21	3	2015-06-19
down with the trumpets	rizzle kicks	8	41	2011-07-01
lost generation	rizzle kicks	6	11	2013-09-06
mama do the hump	rizzle kicks	2	43	2011-12-09
skip to the good bit	rizzle kicks	16	16	2013-09-13
tell her	rizzle kicks	14	3	2014-08-22
traveller's chant	rizzle kicks	44	5	2012-03-30
when i was a youngster	rizzle kicks	8	14	2011-11-04
exotic talk	rjd2	93	1	2004-07-23
get it up	rm project	49	1	1999-07-02
turn me on	rmxcrw ft ambush	73	2	2004-01-23
turn me on	rmxcrw ft ebon-e plus ambush	52	1	2004-01-16
afro sleeze / transatlantic	roach motel	73	1	1993-08-20
happy bizzness / wild luv	roach motel	75	1	1994-12-09
the night	roach motel	91	1	1996-06-14
work 2 doo	roach motel	83	1	1995-07-07
cry for me	roachford	46	2	1994-12-02
cuddly toy	roachford	4	11	1988-01-01
cuddly toy	roachford	61	6	1988-06-10
family man	roachford	25	6	1989-03-17
find me another love	roachford	100	1	1988-10-21
from now on	roachford	90	1	2000-11-10
get ady	roachford	22	8	1991-04-12
how could i ? (insecurity)	roachford	34	3	1998-02-13
i know you don't love me	roachford	42	2	1995-03-31
